nation,cls,date,rb_br,rb_lower_br,rb_battles_sum,rb_battles_mean,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death
USSR,Fleet,2020-10-03,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-09-30,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-09-27,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-09-24,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-09-21,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-09-18,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-09-15,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-09-12,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-09-09,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-09-06,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-09-03,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-08-31,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-08-28,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-08-25,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-08-22,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-08-19,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-08-16,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-08-13,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-08-10,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-08-07,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-08-04,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-07-30,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-07-27,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-07-24,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-07-21,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-07-08,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-07-05,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-07-02,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-06-29,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-06-24,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-06-22,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-06-19,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-06-15,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-06-13,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-06-12,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-06-10,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-06-07,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-06-06,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-06-03,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-06-01,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-05-29,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-05-26,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-05-24,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-05-21,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-05-19,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-05-17,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-05-15,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-05-14,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-05-13,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-05-10,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-05-07,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-05-03,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-04-28,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-04-26,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-04-22,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-04-18,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-04-16,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-04-14,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-04-09,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-04-05,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-04-04,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-04-01,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-03-30,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-03-28,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-03-26,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-03-24,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-03-21,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-03-19,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-03-15,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-03-14,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-03-10,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-03-08,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-03-01,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-02-25,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-02-21,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-02-16,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-02-11,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-02-08,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-02-04,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-02-01,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-01-28,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-01-24,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-01-20,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-01-16,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-01-10,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2020-01-06,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2019-12-28,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2019-12-23,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2019-12-17,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2019-12-14,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2019-12-09,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2019-12-07,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2019-11-25,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Fleet,2019-11-22,1.0 ~ 10.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR,Ground_vehicles,2020-11-14,1.0 ~ 10.7,1.0,380592.0,8273.440017897556,58.48963509479969,0.05818645688821625,0.0727793805439946,1.6713018665657713,1.590908820994661
USSR,Ground_vehicles,2020-11-11,1.0 ~ 10.7,1.0,387185.0,8396.903704227769,58.96756315456436,0.05709097718145073,0.07211955525136562,1.666712501775637,1.5995345377532706
USSR,Ground_vehicles,2020-11-05,1.0 ~ 10.7,1.0,408255.0,8845.962151587679,59.69595208876805,0.055905843161749395,0.07113603017721767,1.6459706066061652,1.6054648197817538
USSR,Ground_vehicles,2020-11-02,1.0 ~ 10.7,1.0,425386.0,9211.474319203757,59.91755154142356,0.05538416873145801,0.07095948150620848,1.6304769785559468,1.5993442426408015
USSR,Ground_vehicles,2020-10-30,1.0 ~ 10.7,1.0,436478.0,9448.200261808865,60.029242069474286,0.05516963054266194,0.07066204940455188,1.622344631344535,1.5938522674682343
USSR,Ground_vehicles,2020-10-27,1.0 ~ 10.7,1.0,442018.0,9558.931500968825,60.21536987181518,0.055240782049599785,0.07003737404359098,1.6212360356365578,1.5925543303666365
USSR,Ground_vehicles,2020-10-24,1.0 ~ 10.7,1.0,445221.0,9627.30369705104,60.463059806253526,0.05481666408367979,0.06919442254520788,1.630564281559046,1.5959226092210383
USSR,Ground_vehicles,2020-10-21,1.0 ~ 10.7,1.0,446561.0,9651.049835078255,60.61421704985433,0.05441341720392063,0.06849749530299332,1.6351051480088945,1.5979809029449505
USSR,Ground_vehicles,2020-10-18,1.0 ~ 10.7,1.0,447361.0,9671.590392413456,60.80244013224219,0.05449728519026021,0.06727052648755703,1.6415360078326007,1.5980154282559276
USSR,Ground_vehicles,2020-10-15,1.0 ~ 10.7,1.0,448333.0,9706.515150388323,60.942111087071446,0.0543405682829504,0.06681013889229659,1.645015513022686,1.595410442684344
USSR,Ground_vehicles,2020-10-12,1.0 ~ 10.7,1.0,447594.0,10003.691044804742,60.98260079446998,0.05370058579873725,0.06563486105711873,1.6440300361488314,1.5905843018449755
USSR,Ground_vehicles,2020-10-09,1.0 ~ 10.7,1.0,445992.0,9953.68721915202,60.9532666729448,0.05272906240470682,0.06418514233439165,1.6412961891693125,1.5846273475757413
USSR,Ground_vehicles,2020-10-06,1.0 ~ 10.7,1.0,443302.0,9821.912232910769,60.787398116859386,0.05152110750684635,0.062298320332414475,1.64179060775724,1.5833968491006132
USSR,Ground_vehicles,2020-10-03,1.0 ~ 10.7,1.0,437076.0,9519.312295949183,60.321249347939485,0.04994696574508781,0.05926932615837978,1.6425677685345341,1.5755306171009162
USSR,Ground_vehicles,2020-09-30,1.0 ~ 10.7,1.0,434431.0,9384.287245399044,59.99047752117137,0.048770828969387545,0.057598145620363195,1.6383832645460386,1.572394718608939
USSR,Ground_vehicles,2020-09-27,1.0 ~ 10.7,1.0,431353.0,9231.493924843679,59.40299012641618,0.04752042990311879,0.055185938199108386,1.6312381506561913,1.5628635943183424
USSR,Ground_vehicles,2020-09-24,1.0 ~ 10.7,1.0,427800.0,9056.281615068234,58.508012014960265,0.04601276297335204,0.05242547919588592,1.6186259700794763,1.5469973352033661
USSR,Ground_vehicles,2020-09-21,1.0 ~ 10.7,1.0,422489.0,8862.206460630307,57.871916759962986,0.045013740002698296,0.05086638942078965,1.6081733015534132,1.535629069632582
USSR,Ground_vehicles,2020-09-18,1.0 ~ 10.7,1.0,414869.0,8604.856819995617,57.25785368393397,0.04446830204233143,0.04981268786050537,1.604366944746414,1.5268534886916112
USSR,Ground_vehicles,2020-09-15,1.0 ~ 10.7,1.0,408549.0,8393.337419959185,56.88029776110086,0.04409272816724555,0.04907499467628118,1.605909156551601,1.5220061730661438
USSR,Ground_vehicles,2020-09-12,1.0 ~ 10.7,1.0,396874.0,8007.866679679074,56.34882960335018,0.044040551913201664,0.04847218512676567,1.6179467538815846,1.519205516108387
USSR,Ground_vehicles,2020-09-09,1.0 ~ 10.7,1.0,384317.0,7593.6401754466815,55.84815594938553,0.04409469266256762,0.048223237587720555,1.6353184480519987,1.521211369780676
USSR,Ground_vehicles,2020-09-06,1.0 ~ 10.7,1.0,370524.0,7135.469725214767,55.39870739817124,0.04447968282756313,0.048298247886776564,1.647082267275534,1.5212723332361737
USSR,Ground_vehicles,2020-09-03,1.0 ~ 10.7,1.0,353966.0,7138.787611303398,54.97526790708712,0.044913974788539014,0.04853748665126029,1.6593673121147228,1.518996655045965
USSR,Ground_vehicles,2020-08-31,1.0 ~ 10.7,1.0,345459.0,6884.653029161754,54.81862316512234,0.04523821929664591,0.049284980272622805,1.66539641462518,1.5158806978541592
USSR,Ground_vehicles,2020-08-28,1.0 ~ 10.7,1.0,334625.0,6575.959150470498,54.66575593574897,0.04602812103100486,0.050202226372805386,1.670149301456855,1.5115906761299964
USSR,Ground_vehicles,2020-08-25,1.0 ~ 10.7,1.0,324370.0,6382.920842178318,54.567726361870704,0.04702638961679563,0.05153580787372445,1.6690388753583871,1.5042173443906648
USSR,Ground_vehicles,2020-08-22,1.0 ~ 10.7,1.0,321153.0,6324.098369535481,54.54799653124834,0.04779500736409126,0.052208137554374395,1.6659195772731374,1.5017152260760447
USSR,Ground_vehicles,2020-08-19,1.0 ~ 10.7,1.0,317983.0,6299.463032588745,54.571012538406144,0.048750593585191654,0.05283184950138844,1.6627178496963673,1.4988280191079397
USSR,Ground_vehicles,2020-08-16,1.0 ~ 10.7,1.0,315701.0,6309.666087370041,54.5865463840786,0.0495611353780951,0.053267680495152056,1.6604211579944315,1.4966903494128938
USSR,Ground_vehicles,2020-08-13,1.0 ~ 10.7,1.0,316404.0,6341.176833407982,54.603559973957346,0.049844123335988165,0.05297866019392928,1.6599102413370248,1.4974917826576148
USSR,Ground_vehicles,2020-08-10,1.0 ~ 10.7,1.0,318615.0,6375.020193277003,54.67998722596237,0.050259435368705176,0.053428244119077886,1.6615767619226964,1.4998147607614205
USSR,Ground_vehicles,2020-08-07,1.0 ~ 10.7,1.0,321214.0,6411.023359089786,54.711195028859265,0.05101184879862024,0.053886785756536146,1.6643111134632989,1.502359019220831
USSR,Ground_vehicles,2020-08-04,1.0 ~ 10.7,1.0,313291.0,6229.855125293524,54.80774950445432,0.052162590052060226,0.05486943448742543,1.6759160014172128,1.511251328636954
USSR,Ground_vehicles,2020-07-30,1.0 ~ 10.7,1.0,297826.0,5865.169673200044,54.991631892447266,0.05311893521720737,0.05550757825038781,1.6861293842713532,1.5235440492099415
USSR,Ground_vehicles,2020-07-27,1.0 ~ 10.7,1.0,299967.0,5819.2369965100925,55.16948124293671,0.052840779152373424,0.05587244596905659,1.6985248710691512,1.5393097240696476
USSR,Ground_vehicles,2020-07-24,1.0 ~ 10.7,1.0,300878.0,5805.827104990189,55.244518043858314,0.05280858022188395,0.05572305053875656,1.704681033508598,1.5455019642512908
USSR,Ground_vehicles,2020-07-21,1.0 ~ 10.7,1.0,301677.0,5760.609321397357,55.303164477238894,0.05159355867368079,0.05557901331556599,1.7191764370502223,1.5571667047869078
USSR,Ground_vehicles,2020-07-08,1.0 ~ 10.7,1.0,303507.0,5642.498905940351,54.59435782370753,0.047363158016124826,0.05154256738724313,1.7161081622499643,1.5692228844804237
USSR,Ground_vehicles,2020-07-05,1.0 ~ 10.7,1.0,341416.0,6297.423986437576,54.09687287649085,0.04445813904445017,0.049156864353164464,1.7043075895681514,1.55961062164632
USSR,Ground_vehicles,2020-07-02,1.0 ~ 10.7,1.0,341416.0,6297.423986437576,54.09687287649085,0.04445813904445017,0.049156864353164464,1.7043075895681514,1.55961062164632
USSR,Ground_vehicles,2020-06-29,1.0 ~ 10.7,1.0,345554.0,6354.93597640219,53.61904883173108,0.04262439445065026,0.046866104863494566,1.696158603286317,1.5535881801397178
USSR,Ground_vehicles,2020-06-24,1.0 ~ 10.7,1.0,352208.0,6408.152363602649,53.07634673261255,0.04065046790532867,0.04499182301367373,1.6831345682096943,1.543020203970381
USSR,Ground_vehicles,2020-06-22,1.0 ~ 10.7,1.0,356253.0,6418.404255390508,52.67328233025406,0.039384819215557476,0.0434524340847656,1.6734556340578184,1.5368015707937897
USSR,Ground_vehicles,2020-06-19,1.0 ~ 10.7,1.0,360473.0,6444.8735405826355,52.34534306314204,0.03868816804587306,0.04269290626482427,1.6682069114746456,1.530422278506296
USSR,Ground_vehicles,2020-06-15,1.0 ~ 10.7,1.0,364995.0,6478.640271888917,52.041721037274485,0.037995260209043966,0.042238989575199656,1.6664676776394198,1.5238781079192867
USSR,Ground_vehicles,2020-06-13,1.0 ~ 10.7,1.0,368833.0,6514.948056247033,51.85972901014823,0.03762035934962436,0.041784086564922336,1.6645425978694963,1.520010817904038
USSR,Ground_vehicles,2020-06-12,1.0 ~ 10.7,1.0,373288.0,6558.09121686715,51.669353769743466,0.036648485887572066,0.04083911082059964,1.6601851385525386,1.5155781059128608
USSR,Ground_vehicles,2020-06-10,1.0 ~ 10.7,1.0,375900.0,6588.079317834025,51.55868776270285,0.0365782122905028,0.04076927374301676,1.6598644586326152,1.5143325618515562
USSR,Ground_vehicles,2020-06-07,1.0 ~ 10.7,1.0,385668.0,6713.829918318593,51.17995649107523,0.03565068919381437,0.04021684453986331,1.648690816972111,1.5038308856322018
USSR,Ground_vehicles,2020-06-06,1.0 ~ 10.7,1.0,389467.0,6762.7112330349655,51.04891382325075,0.03534984992310003,0.03989793743757494,1.6448442101641474,1.5007732362433788
USSR,Ground_vehicles,2020-06-03,1.0 ~ 10.7,1.0,403305.0,6938.1647215861085,50.59507841459937,0.034892624688511176,0.03918627341590111,1.6275128996665056,1.4891563208985754
USSR,Ground_vehicles,2020-06-01,1.0 ~ 10.7,1.0,413757.0,7072.592704781746,50.290856033855626,0.03471361209598871,0.03916813491977175,1.6162640148686305,1.4775413829856654
USSR,Ground_vehicles,2020-05-29,1.0 ~ 10.7,1.0,438409.0,7416.547050291916,49.6733752500519,0.03453396257832299,0.038715195171631966,1.586680177642338,1.456646692928293
USSR,Ground_vehicles,2020-05-26,1.0 ~ 10.7,1.0,451924.0,7698.425207845034,49.354843247979744,0.03483470672059904,0.03942027863092024,1.5706986794239741,1.4425044919057186
USSR,Ground_vehicles,2020-05-24,1.0 ~ 10.7,1.0,465375.0,7899.081535631361,49.05869900617782,0.03503439161966157,0.03917090518399141,1.5565622992210582,1.4316807520816544
USSR,Ground_vehicles,2020-05-21,1.0 ~ 10.7,1.0,485953.0,8204.534325699373,48.62352046391318,0.03477367152790496,0.03893141929363539,1.5348896498221023,1.4134790195759672
USSR,Ground_vehicles,2020-05-19,1.0 ~ 10.7,1.0,499016.0,8400.004997378492,48.34099329480418,0.034482982509578854,0.03881957692739311,1.517236541513699,1.4001093952899306
USSR,Ground_vehicles,2020-05-17,1.0 ~ 10.7,1.0,510432.0,8568.884727567834,48.06064562958435,0.03414709500971726,0.0382681140680835,1.4990441430004386,1.3871606012162248
USSR,Ground_vehicles,2020-05-15,1.0 ~ 10.7,1.0,520026.0,8718.227611671156,47.81782083972725,0.03390728540496052,0.03811026756354491,1.4819096737470818,1.3755331656494096
USSR,Ground_vehicles,2020-05-14,1.0 ~ 10.7,1.0,524007.0,8783.963123847763,47.70990496310164,0.03367038989937157,0.037841517384309756,1.474431868276569,1.3705248975681623
USSR,Ground_vehicles,2020-05-13,1.0 ~ 10.7,1.0,527276.0,8837.739942714106,47.60321319384914,0.033669785842708556,0.03761718720366563,1.4672747100190413,1.3652660276591386
USSR,Ground_vehicles,2020-05-10,1.0 ~ 10.7,1.0,531267.0,8923.473594498759,47.37246143652815,0.033496622225735836,0.037415706226812506,1.4463267622494906,1.3502854873349937
USSR,Ground_vehicles,2020-05-07,1.0 ~ 10.7,1.0,523826.0,8880.68765220506,47.258040131646766,0.03368750310217515,0.037679362994582175,1.434651010068229,1.3404539866291476
USSR,Ground_vehicles,2020-05-03,1.0 ~ 10.7,1.0,506765.0,8694.430069865044,47.383481515100684,0.03414772133039969,0.038128008051069036,1.4459253894803312,1.3435357019525815
USSR,Ground_vehicles,2020-04-28,1.0 ~ 10.7,1.0,470317.0,8238.397893409176,47.72318432036265,0.03499161204038978,0.03886889055679467,1.4698976435042748,1.3512808807676526
USSR,Ground_vehicles,2020-04-26,1.0 ~ 10.7,1.0,443730.0,7883.851242694059,48.06682367656007,0.035533342347824126,0.03949153764676718,1.4896363329051447,1.361600545376693
USSR,Ground_vehicles,2020-04-22,1.0 ~ 10.7,1.0,413109.0,7449.477259593312,48.44818645926378,0.03593005720039989,0.03990944278628643,1.510769772626595,1.3732478353170714
USSR,Ground_vehicles,2020-04-18,1.0 ~ 10.7,1.0,381281.0,6972.733484309348,48.83757664294838,0.03648820686055691,0.04074178886438086,1.5339263168109607,1.3865226434047329
USSR,Ground_vehicles,2020-04-16,1.0 ~ 10.7,1.0,351943.0,6503.053801174694,49.21709577971433,0.03711478847426998,0.04138343424929605,1.556649997300699,1.3987750573246238
USSR,Ground_vehicles,2020-04-14,1.0 ~ 10.7,1.0,333529.0,6197.864060536941,49.43239286538802,0.037688057110476146,0.04173217321432319,1.5684429240036102,1.4031622137805109
USSR,Ground_vehicles,2020-04-09,1.0 ~ 10.7,1.0,302876.0,5832.618436112311,49.76670502119679,0.03875203053394789,0.04302628798584239,1.58938344404971,1.4148641358179586
USSR,Ground_vehicles,2020-04-05,1.0 ~ 10.7,1.0,281250.0,5415.197067801058,49.99003150222222,0.03899836444444445,0.043042666666666674,1.6101767822222222,1.425566968888889
USSR,Ground_vehicles,2020-04-04,1.0 ~ 10.7,1.0,277505.0,5315.461745545555,50.01050899983784,0.038846579340912776,0.04300037837156087,1.6149219293346067,1.428694185690348
USSR,Ground_vehicles,2020-04-01,1.0 ~ 10.7,1.0,267612.0,5005.405196115485,50.090048951467054,0.037860110906835276,0.04204904862263276,1.640751946848422,1.4396985934860917
USSR,Ground_vehicles,2020-03-30,1.0 ~ 10.7,1.0,265030.0,4933.578935529311,50.096169037467455,0.037784741350035844,0.041737539146511723,1.6475307323699204,1.4433720333547146
USSR,Ground_vehicles,2020-03-28,1.0 ~ 10.7,1.0,259720.0,4791.077112632285,50.07148228861851,0.03711989835207146,0.04123340520560603,1.660220737717542,1.4492947404897583
USSR,Ground_vehicles,2020-03-26,1.0 ~ 10.7,1.0,252627.0,4605.918321506184,49.926134498687794,0.03625815926246997,0.04028975525181394,1.6750057990634413,1.4556710882051405
USSR,Ground_vehicles,2020-03-24,1.0 ~ 10.7,1.0,250570.0,4552.1708603574325,49.868224448257976,0.03610595841481423,0.040029013848425596,1.677146186694337,1.4577538013329607
USSR,Ground_vehicles,2020-03-21,1.0 ~ 10.7,1.0,245968.0,4539.175427867311,49.662670103428084,0.035930690171079166,0.03930267351850647,1.6838981900084564,1.456437951278215
USSR,Ground_vehicles,2020-03-19,1.0 ~ 10.7,1.0,243165.0,4479.202387762376,49.56618431928938,0.03595727181132152,0.03938774083441285,1.6839235498529805,1.4558067156046306
USSR,Ground_vehicles,2020-03-15,1.0 ~ 10.7,1.0,235335.0,4311.600912741411,49.417625130133636,0.036917585569507305,0.03990966069645399,1.683899462468396,1.4528154333184609
USSR,Ground_vehicles,2020-03-14,1.0 ~ 10.7,1.0,235335.0,4311.600912741411,49.417625130133636,0.036917585569507305,0.03990966069645399,1.683899462468396,1.4528154333184609
USSR,Ground_vehicles,2020-03-10,1.0 ~ 10.7,1.0,230047.0,4261.372845678326,49.291355418675316,0.03670854216747013,0.039160823657774284,1.6837764022134607,1.4475080309675847
USSR,Ground_vehicles,2020-03-08,1.0 ~ 10.7,1.0,227751.0,4253.63912525814,49.17633876470356,0.03676515141536151,0.039310914112341985,1.6815110361754724,1.4433796119446238
USSR,Ground_vehicles,2020-03-01,1.0 ~ 10.7,1.0,222818.0,4300.470298292777,48.76360419714745,0.036663914046441495,0.0388656212693768,1.6760393235734996,1.42347929700473
USSR,Ground_vehicles,2020-02-25,1.0 ~ 10.7,1.0,224105.0,4387.872058548236,48.45417157136164,0.036420249436648,0.03894428950715066,1.6507159144151178,1.4076177238348095
USSR,Ground_vehicles,2020-02-21,1.0 ~ 10.7,1.0,227756.0,4470.679811968781,48.30588476264073,0.03583585064718383,0.038535494125291975,1.6336084230492283,1.3977626934087357
USSR,Ground_vehicles,2020-02-16,1.0 ~ 10.7,1.0,233981.0,4560.169118595506,47.85439826310683,0.035298720836307224,0.03811847970561712,1.6175465529252375,1.3881016407315125
